	analysis_id	parameter	dataset	statistic	mc_used	fold_value	cooksd	initial_corr	true_corr(TP_FN)	false_corr(FP_TN)	rs_true_corr_TP_FN	rs_false_corr_FP_TN	runtime
0	r_nomc_3_kendall_True_lungtx	r	lungtx	kendall	nomc	3	True	18985	13632	5353	0	0	802.393199954
0	r_nomc_3_kendall_True_who	r	who	kendall	nomc	3	True	54418	0	54418	0	0	8156.870074402
0	r_nomc_3_kendall_True_hdac	r	hdac	kendall	nomc	3	True	325473	314347	11126	0	0	109893.064481975
0	r_nomc_3_rkendall_False_lungc	r	lungc	rkendall	nomc	3	False	188330	121867	66463	120658	10974	10922.910331531
0	r_nomc_3_rkendall_False_lungpt	r	lungpt	rkendall	nomc	3	False	30174	27447	2727	27432	2463	369.45503460599997
0	r_nomc_3_rkendall_False_lungtx	r	lungtx	rkendall	nomc	3	False	9631	3386	6245	3383	4878	174.234662146
0	r_nomc_3_rkendall_False_who	r	who	rkendall	nomc	3	False	8063	1300	6763	1297	2885	651.214641733
0	r_nomc_3_rkendall_False_hdac	r	hdac	rkendall	nomc	3	False	174027	0	174027	0	19101	33212.377812333
0	r_nomc_3_rkendall_True_lungc	r	lungc	rkendall	nomc	3	True	188330	101319	87011	0	0	23923.704612938
0	r_nomc_3_rkendall_True_lungpt	r	lungpt	rkendall	nomc	3	True	30174	23924	6250	0	0	1065.6966271150002
0	r_nomc_3_rkendall_True_lungtx	r	lungtx	rkendall	nomc	3	True	9631	7502	2129	0	0	527.884114318
0	r_nomc_3_rkendall_True_who	r	who	rkendall	nomc	3	True	8063	129	7934	0	0	1444.187669727
0	r_nomc_3_rkendall_True_hdac	r	hdac	rkendall	nomc	3	True	174027	170606	3421	0	0	58299.391416497
0	r_nomc_10_pearson_False_lungc	r	lungc	pearson	nomc	10	False	30289	8339	21950	354	16345	898.4971373550001
0	r_nomc_10_pearson_False_lungpt	r	lungpt	pearson	nomc	10	False	45460	21071	24389	5183	18471	227.109959068
0	r_nomc_10_pearson_False_lungtx	r	lungtx	pearson	nomc	10	False	21384	12464	8920	2627	3720	166.17003785600002
0	r_nomc_10_pearson_False_who	r	who	pearson	nomc	10	False	53972	46539	7433	1546	2468	2003.844308993
0	r_nomc_10_pearson_False_hdac	r	hdac	pearson	nomc	10	False	377945	328897	49048	202	1322	32333.214802757997
0	r_nomc_10_pearson_True_lungc	r	lungc	pearson	nomc	10	True	30289	10302	19987	0	0	3647.003649628
0	r_nomc_10_pearson_True_lungpt	r	lungpt	pearson	nomc	10	True	45460	22566	22894	0	0	1088.9357954240002
0	r_nomc_10_pearson_True_lungtx	r	lungtx	pearson	nomc	10	True	21384	15392	5992	0	0	726.521714236
0	r_nomc_10_pearson_True_who	r	who	pearson	nomc	10	True	53972	0	53972	0	0	5510.1022961280005
0	r_nomc_10_pearson_True_hdac	r	hdac	pearson	nomc	10	True	377945	366092	11853	0	0	106355.58248723601
0	r_nomc_10_rpearson_False_lungc	r	lungc	rpearson	nomc	10	False	249089	131325	117764	131206	19777	6806.440328301
0	r_nomc_10_rpearson_False_lungpt	r	lungpt	rpearson	nomc	10	False	28991	23187	5804	23162	4971	171.47100085
0	r_nomc_10_rpearson_False_lungtx	r	lungtx	rpearson	nomc	10	False	7232	1659	5573	1651	4799	84.84739458700001
0	r_nomc_10_rpearson_False_who	r	who	rpearson	nomc	10	False	8509	1544	6965	1487	4737	337.903963658
0	r_nomc_10_rpearson_False_hdac	r	hdac	rpearson	nomc	10	False	121555	1421	120134	1270	52778	9410.726576066001
0	r_nomc_10_rpearson_True_lungc	r	lungc	rpearson	nomc	10	True	249089	146019	103070	0	0	24035.742452031
0	r_nomc_10_rpearson_True_lungpt	r	lungpt	rpearson	nomc	10	True	28991	22995	5996	0	0	633.205711242
0	r_nomc_10_rpearson_True_lungtx	r	lungtx	rpearson	nomc	10	True	7232	5742	1490	0	0	380.806898811
0	r_nomc_10_rpearson_True_who	r	who	rpearson	nomc	10	True	8509	129	8380	0	0	1013.576187721
0	r_nomc_10_rpearson_True_hdac	r	hdac	rpearson	nomc	10	True	121555	118861	2694	0	0	30600.48438309
0	r_nomc_10_spearman_False_lungc	r	lungc	spearman	nomc	10	False	96529	43568	52961	1641	38006	8893.041892554998
0	r_nomc_10_spearman_False_lungpt	r	lungpt	spearman	nomc	10	False	47691	19745	27946	1828	22663	802.530522486
0	r_nomc_10_spearman_False_lungtx	r	lungtx	spearman	nomc	10	False	21418	14254	7164	74	1662	509.170261252
0	r_nomc_10_spearman_False_who	r	who	spearman	nomc	10	False	56861	52472	4389	231	1090	6597.125892931
0	r_nomc_10_spearman_False_hdac	r	hdac	spearman	nomc	10	False	377923	361144	16779	0	0	88174.938879537
0	r_nomc_10_spearman_True_lungc	r	lungc	spearman	nomc	10	True	96529	58885	37644	0	0	15852.921406126
0	r_nomc_10_spearman_True_lungpt	r	lungpt	spearman	nomc	10	True	47691	23460	24231	0	0	1553.1535927109999
0	r_nomc_10_spearman_True_lungtx	r	lungtx	spearman	nomc	10	True	21418	15542	5876	0	0	1077.90133311
0	r_nomc_10_spearman_True_who	r	who	spearman	nomc	10	True	56861	0	56861	0	0	10196.317495169
0	r_nomc_10_spearman_True_hdac	r	hdac	spearman	nomc	10	True	377923	365734	12189	0	0	154829.099103664
0	r_nomc_10_rspearman_False_lungc	r	lungc	rspearman	nomc	10	False	182849	114271	68578	114262	14700	16548.882474058
0	r_nomc_10_rspearman_False_lungpt	r	lungpt	rspearman	nomc	10	False	26760	21108	5652	21108	5578	513.524290123
0	r_nomc_10_rspearman_False_lungtx	r	lungtx	rspearman	nomc	10	False	7198	1305	5893	1305	5756	239.48572153199999
0	r_nomc_10_rspearman_False_who	r	who	rspearman	nomc	10	False	5620	526	5094	526	3211	705.200429765
0	r_nomc_10_rspearman_False_hdac	r	hdac	rspearman	nomc	10	False	121577	0	121577	0	19383	28248.930587326
0	r_nomc_10_rspearman_True_lungc	r	lungc	rspearman	nomc	10	True	182849	97436	85413	0	0	29553.972581813
0	r_nomc_10_rspearman_True_lungpt	r	lungpt	rspearman	nomc	10	True	26760	22101	4659	0	0	1071.9973211020001
0	r_nomc_10_rspearman_True_lungtx	r	lungtx	rspearman	nomc	10	True	7198	5592	1606	0	0	524.113112202
0	r_nomc_10_rspearman_True_who	r	who	rspearman	nomc	10	True	5620	129	5491	0	0	1318.262827992
0	r_nomc_10_rspearman_True_hdac	r	hdac	rspearman	nomc	10	True	121577	119219	2358	0	0	49956.165985037
0	r_nomc_10_kendall_False_lungc	r	lungc	kendall	nomc	10	False	91048	40561	50487	1067	36021	5424.14418165
0	r_nomc_10_kendall_False_lungpt	r	lungpt	kendall	nomc	10	False	44277	17541	26736	1316	20125	509.208003027
0	r_nomc_10_kendall_False_lungtx	r	lungtx	kendall	nomc	10	False	18985	12245	6740	51	594	316.184970732
0	r_nomc_10_kendall_False_who	r	who	kendall	nomc	10	False	54418	49945	4473	134	817	4203.699083269
0	r_nomc_10_kendall_False_hdac	r	hdac	kendall	nomc	10	False	325473	310393	15080	0	0	54983.492727963996
0	r_nomc_10_kendall_True_lungc	r	lungc	kendall	nomc	10	True	91048	55002	36046	0	0	12636.888747672
0	r_nomc_10_kendall_True_lungpt	r	lungpt	kendall	nomc	10	True	44277	21637	22640	0	0	1214.609425359
0	r_nomc_10_kendall_True_lungtx	r	lungtx	kendall	nomc	10	True	18985	13632	5353	0	0	936.5040685289999
0	r_nomc_10_kendall_True_who	r	who	kendall	nomc	10	True	54418	0	54418	0	0	7688.845668178999
0	r_nomc_10_kendall_True_hdac	r	hdac	kendall	nomc	10	True	325473	314347	11126	0	0	112260.217650733
0	r_nomc_10_rkendall_False_lungc	r	lungc	rkendall	nomc	10	False	188330	115904	72426	115900	15732	10625.342544654
0	r_nomc_10_rkendall_False_lungpt	r	lungpt	rkendall	nomc	10	False	30174	22244	7930	22244	7651	322.397956896
0	r_nomc_10_rkendall_False_lungtx	r	lungtx	rkendall	nomc	10	False	9631	818	8813	818	7443	192.561895155
0	r_nomc_10_rkendall_False_who	r	who	rkendall	nomc	10	False	8063	420	7643	420	3762	663.743541375
0	r_nomc_10_rkendall_False_hdac	r	hdac	rkendall	nomc	10	False	174027	0	174027	0	19101	29054.043761088
0	r_nomc_10_rkendall_True_lungc	r	lungc	rkendall	nomc	10	True	188330	101319	87011	0	0	24188.828164299
0	r_nomc_10_rkendall_True_lungpt	r	lungpt	rkendall	nomc	10	True	30174	23924	6250	0	0	1055.4501605510002
0	r_nomc_10_rkendall_True_lungtx	r	lungtx	rkendall	nomc	10	True	9631	7502	2129	0	0	532.51781447
0	r_nomc_10_rkendall_True_who	r	who	rkendall	nomc	10	True	8063	129	7934	0	0	1480.974356252
0	r_nomc_10_rkendall_True_hdac	r	hdac	rkendall	nomc	10	True	174027	170606	3421	0	0	59748.79307752
0	r_fdr_1_pearson_False_lungc	r	lungc	pearson	fdr	1	False	30289	8339	21950	354	16345	912.781907526
0	r_fdr_1_pearson_False_lungpt	r	lungpt	pearson	fdr	1	False	45460	21071	24389	5183	18471	228.190030506
0	r_fdr_1_pearson_False_lungtx	r	lungtx	pearson	fdr	1	False	21384	12464	8920	2627	3720	203.424176039
0	r_fdr_1_pearson_False_who	r	who	pearson	fdr	1	False	53972	46539	7433	1546	2468	1978.523307165
0	r_fdr_1_pearson_False_hdac	r	hdac	pearson	fdr	1	False	377945	328897	49048	202	1322	28913.382003343
0	r_fdr_1_pearson_True_lungc	r	lungc	pearson	fdr	1	True	30289	10302	19987	0	0	3177.792700595
0	r_fdr_1_pearson_True_lungpt	r	lungpt	pearson	fdr	1	True	45460	22566	22894	0	0	1078.938700662
0	r_fdr_1_pearson_True_lungtx	r	lungtx	pearson	fdr	1	True	21384	15392	5992	0	0	829.545673558
0	r_fdr_1_pearson_True_who	r	who	pearson	fdr	1	True	53972	0	53972	0	0	5461.203284482
0	r_fdr_1_pearson_True_hdac	r	hdac	pearson	fdr	1	True	377945	366092	11853	0	0	91685.954023902
0	r_fdr_1_rpearson_False_lungc	r	lungc	rpearson	fdr	1	False	249089	142444	106645	137618	13365	6787.106970115
0	r_fdr_1_rpearson_False_lungpt	r	lungpt	rpearson	fdr	1	False	28991	28467	524	27693	440	157.028005358
0	r_fdr_1_rpearson_False_lungtx	r	lungtx	rpearson	fdr	1	False	7232	6763	469	6059	391	84.208266147
0	r_fdr_1_rpearson_False_who	r	who	rpearson	fdr	1	False	8509	6845	1664	4974	1250	355.94419734
0	r_fdr_1_rpearson_False_hdac	r	hdac	rpearson	fdr	1	False	121555	52805	68750	10089	43959	9438.103394388
0	r_fdr_1_rpearson_True_lungc	r	lungc	rpearson	fdr	1	True	249089	146019	103070	0	0	24284.177152483
0	r_fdr_1_rpearson_True_lungpt	r	lungpt	rpearson	fdr	1	True	28991	22995	5996	0	0	843.650711526
0	r_fdr_1_rpearson_True_lungtx	r	lungtx	rpearson	fdr	1	True	7232	5742	1490	0	0	589.58345716
0	r_fdr_1_rpearson_True_who	r	who	rpearson	fdr	1	True	8509	129	8380	0	0	1131.389231908
0	r_fdr_1_rpearson_True_hdac	r	hdac	rpearson	fdr	1	True	121555	118861	2694	0	0	31276.121448934002
0	r_fdr_1_spearman_False_lungc	r	lungc	spearman	fdr	1	False	96529	43568	52961	1641	38006	8784.413675508
0	r_fdr_1_spearman_False_lungpt	r	lungpt	spearman	fdr	1	False	47691	19745	27946	1828	22663	790.282936901
0	r_fdr_1_spearman_False_lungtx	r	lungtx	spearman	fdr	1	False	21418	14254	7164	74	1662	512.599504505
0	r_fdr_1_spearman_False_who	r	who	spearman	fdr	1	False	56861	52472	4389	231	1090	6590.591830487
0	r_fdr_1_spearman_False_hdac	r	hdac	spearman	fdr	1	False	377923	361144	16779	0	0	86497.34824568199
0	r_fdr_1_spearman_True_lungc	r	lungc	spearman	fdr	1	True	96529	58885	37644	0	0	15848.911296226
0	r_fdr_1_spearman_True_lungpt	r	lungpt	spearman	fdr	1	True	47691	23460	24231	0	0	1791.5490662739999
0	r_fdr_1_spearman_True_lungtx	r	lungtx	spearman	fdr	1	True	21418	15542	5876	0	0	1067.171721936
0	r_fdr_1_spearman_True_who	r	who	spearman	fdr	1	True	56861	0	56861	0	0	10495.14125032
0	r_fdr_1_spearman_True_hdac	r	hdac	spearman	fdr	1	True	377923	365734	12189	0	0	151743.790153878
0	r_fdr_1_rspearman_False_lungc	r	lungc	rspearman	fdr	1	False	182849	130373	52476	125557	3405	16462.921791255998
0	r_fdr_1_rspearman_False_lungpt	r	lungpt	rspearman	fdr	1	False	26760	26670	90	26598	88	475.005980809
0	r_fdr_1_rspearman_False_lungtx	r	lungtx	rspearman	fdr	1	False	7198	7150	48	7017	44	209.089200115
0	r_fdr_1_rspearman_False_who	r	who	rspearman	fdr	1	False	5620	3875	1745	2655	1082	729.926957183
0	r_fdr_1_rspearman_False_hdac	r	hdac	rspearman	fdr	1	False	121577	18963	102614	0	19383	28491.11765315
0	r_fdr_1_rspearman_True_lungc	r	lungc	rspearman	fdr	1	True	182849	97436	85413	0	0	29949.099150424998
0	r_fdr_1_rspearman_True_lungpt	r	lungpt	rspearman	fdr	1	True	26760	22101	4659	0	0	1176.513712405
0	r_fdr_1_rspearman_True_lungtx	r	lungtx	rspearman	fdr	1	True	7198	5592	1606	0	0	714.0405165540001
0	r_fdr_1_rspearman_True_who	r	who	rspearman	fdr	1	True	5620	129	5491	0	0	1367.510248954
0	r_fdr_1_rspearman_True_hdac	r	hdac	rspearman	fdr	1	True	121577	119219	2358	0	0	49698.341131632005
0	r_fdr_1_kendall_False_lungc	r	lungc	kendall	fdr	1	False	91048	40561	50487	1067	36021	5398.3965330440005
0	r_fdr_1_kendall_False_lungpt	r	lungpt	kendall	fdr	1	False	44277	17541	26736	1316	20125	496.587162773
0	r_fdr_1_kendall_False_lungtx	r	lungtx	kendall	fdr	1	False	18985	12245	6740	51	594	295.790088564
0	r_fdr_1_kendall_False_who	r	who	kendall	fdr	1	False	54418	49945	4473	134	817	4276.022561723
0	r_fdr_1_kendall_False_hdac	r	hdac	kendall	fdr	1	False	325473	310393	15080	0	0	55410.357990932
0	r_fdr_1_kendall_True_lungc	r	lungc	kendall	fdr	1	True	91048	55002	36046	0	0	11954.456220325
0	r_fdr_1_kendall_True_lungpt	r	lungpt	kendall	fdr	1	True	44277	21637	22640	0	0	1281.3410148750002
0	r_fdr_1_kendall_True_lungtx	r	lungtx	kendall	fdr	1	True	18985	13632	5353	0	0	820.236098517
0	r_fdr_1_kendall_True_who	r	who	kendall	fdr	1	True	54418	0	54418	0	0	7922.605013177
0	r_fdr_1_kendall_True_hdac	r	hdac	kendall	fdr	1	True	325473	314347	11126	0	0	110567.30963034
0	r_fdr_1_rkendall_False_lungc	r	lungc	rkendall	fdr	1	False	188330	133559	54771	127095	4537	10649.819680691
0	r_fdr_1_rkendall_False_lungpt	r	lungpt	rkendall	fdr	1	False	30174	29882	292	29623	272	355.39802680500003
0	r_fdr_1_rkendall_False_lungtx	r	lungtx	rkendall	fdr	1	False	9631	8279	1352	6916	1345	192.226436564
0	r_fdr_1_rkendall_False_who	r	who	rkendall	fdr	1	False	8063	4310	3753	2295	1887	676.321305307
0	r_fdr_1_rkendall_False_hdac	r	hdac	rkendall	fdr	1	False	174027	17284	156743	0	19101	29529.541881151
0	r_fdr_1_rkendall_True_lungc	r	lungc	rkendall	fdr	1	True	188330	101319	87011	0	0	24948.637531927998
0	r_fdr_1_rkendall_True_lungpt	r	lungpt	rkendall	fdr	1	True	30174	23924	6250	0	0	1065.1688087999999
0	r_fdr_1_rkendall_True_lungtx	r	lungtx	rkendall	fdr	1	True	9631	7502	2129	0	0	537.8135357729999
0	r_fdr_1_rkendall_True_who	r	who	rkendall	fdr	1	True	8063	129	7934	0	0	1430.185460037
0	r_fdr_1_rkendall_True_hdac	r	hdac	rkendall	fdr	1	True	174027	170606	3421	0	0	59890.917368252
0	r_fdr_3_pearson_False_lungc	r	lungc	pearson	fdr	3	False	30289	8339	21950	354	16345	906.953809659
0	r_fdr_3_pearson_False_lungpt	r	lungpt	pearson	fdr	3	False	45460	21071	24389	5183	18471	251.71008487
0	r_fdr_3_pearson_False_lungtx	r	lungtx	pearson	fdr	3	False	21384	12464	8920	2627	3720	186.31977391700002
0	r_fdr_3_pearson_False_who	r	who	pearson	fdr	3	False	53972	46539	7433	1546	2468	1999.372130751
0	r_fdr_3_pearson_False_hdac	r	hdac	pearson	fdr	3	False	377945	328897	49048	202	1322	32673.681383284
0	r_fdr_3_pearson_True_lungc	r	lungc	pearson	fdr	3	True	30289	10302	19987	0	0	3710.182013605
0	r_fdr_3_pearson_True_lungpt	r	lungpt	pearson	fdr	3	True	45460	22566	22894	0	0	1106.025981551
0	r_fdr_3_pearson_True_lungtx	r	lungtx	pearson	fdr	3	True	21384	15392	5992	0	0	721.772484847
0	r_fdr_3_pearson_True_who	r	who	pearson	fdr	3	True	53972	0	53972	0	0	5778.852348956
0	r_fdr_3_pearson_True_hdac	r	hdac	pearson	fdr	3	True	377945	366092	11853	0	0	106342.916252664
0	r_fdr_3_rpearson_False_lungc	r	lungc	rpearson	fdr	3	False	249089	135872	113217	135186	15797	7414.007805978
0	r_fdr_3_rpearson_False_lungpt	r	lungpt	rpearson	fdr	3	False	28991	26899	2092	26590	1543	153.83642358499998
0	r_fdr_3_rpearson_False_lungtx	r	lungtx	rpearson	fdr	3	False	7232	4822	2410	4584	1866	85.73709732100001
0	r_fdr_3_rpearson_False_who	r	who	rpearson	fdr	3	False	8509	4144	4365	3637	2587	337.74620566699997
0	r_fdr_3_rpearson_False_hdac	r	hdac	rpearson	fdr	3	False	121555	6142	115413	4418	49630	10546.915328394
0	r_fdr_3_rpearson_True_lungc	r	lungc	rpearson	fdr	3	True	249089	146019	103070	0	0	24447.823846594998
0	r_fdr_3_rpearson_True_lungpt	r	lungpt	rpearson	fdr	3	True	28991	22995	5996	0	0	809.779510149
0	r_fdr_3_rpearson_True_lungtx	r	lungtx	rpearson	fdr	3	True	7232	5742	1490	0	0	484.74405461
0	r_fdr_3_rpearson_True_who	r	who	rpearson	fdr	3	True	8509	129	8380	0	0	1027.6151669639999
0	r_fdr_3_rpearson_True_hdac	r	hdac	rpearson	fdr	3	True	121555	118861	2694	0	0	34462.752578248
0	r_fdr_3_spearman_False_lungc	r	lungc	spearman	fdr	3	False	96529	43568	52961	1641	38006	8988.976059334
0	r_fdr_3_spearman_False_lungpt	r	lungpt	spearman	fdr	3	False	47691	19745	27946	1828	22663	824.102242016
0	r_fdr_3_spearman_False_lungtx	r	lungtx	spearman	fdr	3	False	21418	14254	7164	74	1662	502.143176917
0	r_fdr_3_spearman_False_who	r	who	spearman	fdr	3	False	56861	52472	4389	231	1090	6488.518163122
0	r_fdr_3_spearman_False_hdac	r	hdac	spearman	fdr	3	False	377923	361144	16779	0	0	86891.84483110599
0	r_fdr_3_spearman_True_lungc	r	lungc	spearman	fdr	3	True	96529	58885	37644	0	0	17058.831890383997
0	r_fdr_3_spearman_True_lungpt	r	lungpt	spearman	fdr	3	True	47691	23460	24231	0	0	1584.288126773
0	r_fdr_3_spearman_True_lungtx	r	lungtx	spearman	fdr	3	True	21418	15542	5876	0	0	1268.753337716
0	r_fdr_3_spearman_True_who	r	who	spearman	fdr	3	True	56861	0	56861	0	0	10377.571599084
0	r_fdr_3_spearman_True_hdac	r	hdac	spearman	fdr	3	True	377923	365734	12189	0	0	152669.321453352
0	r_fdr_3_rspearman_False_lungc	r	lungc	rspearman	fdr	3	False	182849	120679	62170	119425	9537	16410.796392732
0	r_fdr_3_rspearman_False_lungpt	r	lungpt	rspearman	fdr	3	False	26760	25641	1119	25634	1052	471.76388906100004
0	r_fdr_3_rspearman_False_lungtx	r	lungtx	rspearman	fdr	3	False	7198	4642	2556	4636	2425	224.018242112
0	r_fdr_3_rspearman_False_who	r	who	rspearman	fdr	3	False	5620	1743	3877	1743	1994	736.221455116
0	r_fdr_3_rspearman_False_hdac	r	hdac	rspearman	fdr	3	False	121577	0	121577	0	19383	27586.487365336
0	r_fdr_3_rspearman_True_lungc	r	lungc	rspearman	fdr	3	True	182849	97436	85413	0	0	29929.258225303
0	r_fdr_3_rspearman_True_lungpt	r	lungpt	rspearman	fdr	3	True	26760	22101	4659	0	0	965.6556057610001
0	r_fdr_3_rspearman_True_lungtx	r	lungtx	rspearman	fdr	3	True	7198	5592	1606	0	0	730.899361837
0	r_fdr_3_rspearman_True_who	r	who	rspearman	fdr	3	True	5620	129	5491	0	0	1323.326605493
0	r_fdr_3_rspearman_True_hdac	r	hdac	rspearman	fdr	3	True	121577	119219	2358	0	0	49511.480746209
0	r_fdr_3_kendall_False_lungc	r	lungc	kendall	fdr	3	False	91048	40561	50487	1067	36021	5350.707998880999
0	r_fdr_3_kendall_False_lungpt	r	lungpt	kendall	fdr	3	False	44277	17541	26736	1316	20125	473.680023568
0	r_fdr_3_kendall_False_lungtx	r	lungtx	kendall	fdr	3	False	18985	12245	6740	51	594	312.253091953
0	r_fdr_3_kendall_False_who	r	who	kendall	fdr	3	False	54418	49945	4473	134	817	4172.031697326999
0	r_fdr_3_kendall_False_hdac	r	hdac	kendall	fdr	3	False	325473	310393	15080	0	0	51015.173790178
0	r_fdr_3_kendall_True_lungc	r	lungc	kendall	fdr	3	True	91048	55002	36046	0	0	12295.135082986
0	r_fdr_3_kendall_True_lungpt	r	lungpt	kendall	fdr	3	True	44277	21637	22640	0	0	1223.939594233
0	r_fdr_3_kendall_True_lungtx	r	lungtx	kendall	fdr	3	True	18985	13632	5353	0	0	1001.316243642
0	r_fdr_3_kendall_True_who	r	who	kendall	fdr	3	True	54418	0	54418	0	0	7869.7989250499995
0	r_fdr_3_kendall_True_hdac	r	hdac	kendall	fdr	3	True	325473	314347	11126	0	0	112010.387230018
0	r_fdr_3_rkendall_False_lungc	r	lungc	rkendall	fdr	3	False	188330	121867	66463	120658	10974	10709.502821723
0	r_fdr_3_rkendall_False_lungpt	r	lungpt	rkendall	fdr	3	False	30174	27447	2727	27432	2463	322.925322363
0	r_fdr_3_rkendall_False_lungtx	r	lungtx	rkendall	fdr	3	False	9631	3386	6245	3383	4878	192.192511115
0	r_fdr_3_rkendall_False_who	r	who	rkendall	fdr	3	False	8063	1300	6763	1297	2885	667.9797079760001
0	r_fdr_3_rkendall_False_hdac	r	hdac	rkendall	fdr	3	False	174027	0	174027	0	19101	28571.395184409
0	r_fdr_3_rkendall_True_lungc	r	lungc	rkendall	fdr	3	True	188330	101319	87011	0	0	23262.079549579
0	r_fdr_3_rkendall_True_lungpt	r	lungpt	rkendall	fdr	3	True	30174	23924	6250	0	0	854.137582596
0	r_fdr_3_rkendall_True_lungtx	r	lungtx	rkendall	fdr	3	True	9631	7502	2129	0	0	534.338496905
0	r_fdr_3_rkendall_True_who	r	who	rkendall	fdr	3	True	8063	129	7934	0	0	1289.468080197
0	r_fdr_3_rkendall_True_hdac	r	hdac	rkendall	fdr	3	True	174027	170606	3421	0	0	60084.81484828101
0	r_fdr_10_pearson_False_lungc	r	lungc	pearson	fdr	10	False	30289	8339	21950	354	16345	988.667909884
0	r_fdr_10_pearson_False_lungpt	r	lungpt	pearson	fdr	10	False	45460	21071	24389	5183	18471	225.131930251
0	r_fdr_10_pearson_False_lungtx	r	lungtx	pearson	fdr	10	False	21384	12464	8920	2627	3720	186.37024342499998
0	r_fdr_10_pearson_False_who	r	who	pearson	fdr	10	False	53972	46539	7433	1546	2468	1871.114609473
0	r_fdr_10_pearson_False_hdac	r	hdac	pearson	fdr	10	False	377945	328897	49048	202	1322	32722.054328435002
0	r_fdr_10_pearson_True_lungc	r	lungc	pearson	fdr	10	True	30289	10302	19987	0	0	3351.3084575029998
0	r_fdr_10_pearson_True_lungpt	r	lungpt	pearson	fdr	10	True	45460	22566	22894	0	0	1097.843059782
0	r_fdr_10_pearson_True_lungtx	r	lungtx	pearson	fdr	10	True	21384	15392	5992	0	0	717.5474990409999
0	r_fdr_10_pearson_True_who	r	who	pearson	fdr	10	True	53972	0	53972	0	0	5321.945061755
0	r_fdr_10_pearson_True_hdac	r	hdac	pearson	fdr	10	True	377945	366092	11853	0	0	96250.596990754
0	r_fdr_10_rpearson_False_lungc	r	lungc	rpearson	fdr	10	False	249089	131325	117764	131206	19777	7471.9537686720005
0	r_fdr_10_rpearson_False_lungpt	r	lungpt	rpearson	fdr	10	False	28991	23187	5804	23162	4971	169.41496381299999
0	r_fdr_10_rpearson_False_lungtx	r	lungtx	rpearson	fdr	10	False	7232	1659	5573	1651	4799	84.751004212
0	r_fdr_10_rpearson_False_who	r	who	rpearson	fdr	10	False	8509	1544	6965	1487	4737	381.404346367
0	r_fdr_10_rpearson_False_hdac	r	hdac	rpearson	fdr	10	False	121555	1421	120134	1270	52778	9589.373684563
0	r_fdr_10_rpearson_True_lungc	r	lungc	rpearson	fdr	10	True	249089	146019	103070	0	0	24328.404971545
0	r_fdr_10_rpearson_True_lungpt	r	lungpt	rpearson	fdr	10	True	28991	22995	5996	0	0	622.621371107
0	r_fdr_10_rpearson_True_lungtx	r	lungtx	rpearson	fdr	10	True	7232	5742	1490	0	0	376.270138884
0	r_fdr_10_rpearson_True_who	r	who	rpearson	fdr	10	True	8509	129	8380	0	0	1020.109518948
0	r_fdr_10_rpearson_True_hdac	r	hdac	rpearson	fdr	10	True	121555	118861	2694	0	0	31493.966953762
0	r_fdr_10_spearman_False_lungc	r	lungc	spearman	fdr	10	False	96529	43568	52961	1641	38006	8921.542892865
0	r_fdr_10_spearman_False_lungpt	r	lungpt	spearman	fdr	10	False	47691	19745	27946	1828	22663	820.7140717980001
0	r_fdr_10_spearman_False_lungtx	r	lungtx	spearman	fdr	10	False	21418	14254	7164	74	1662	506.495459937
0	r_fdr_10_spearman_False_who	r	who	spearman	fdr	10	False	56861	52472	4389	231	1090	6763.625881632999
0	r_fdr_10_spearman_False_hdac	r	hdac	spearman	fdr	10	False	377923	361144	16779	0	0	87032.902680748
0	r_fdr_10_spearman_True_lungc	r	lungc	spearman	fdr	10	True	96529	58885	37644	0	0	16740.991768486
0	r_fdr_10_spearman_True_lungpt	r	lungpt	spearman	fdr	10	True	47691	23460	24231	0	0	1569.248754892
0	r_fdr_10_spearman_True_lungtx	r	lungtx	spearman	fdr	10	True	21418	15542	5876	0	0	1060.150755729
0	r_fdr_10_spearman_True_who	r	who	spearman	fdr	10	True	56861	0	56861	0	0	10371.27192825
0	r_fdr_10_spearman_True_hdac	r	hdac	spearman	fdr	10	True	377923	365734	12189	0	0	155331.958227083
0	r_fdr_10_rspearman_False_lungc	r	lungc	rspearman	fdr	10	False	182849	114271	68578	114262	14700	16733.836128754
0	r_fdr_10_rspearman_False_lungpt	r	lungpt	rspearman	fdr	10	False	26760	21108	5652	21108	5578	537.074970472
0	r_fdr_10_rspearman_False_lungtx	r	lungtx	rspearman	fdr	10	False	7198	1305	5893	1305	5756	208.02043977099999
0	r_fdr_10_rspearman_False_who	r	who	rspearman	fdr	10	False	5620	526	5094	526	3211	707.169231074
0	r_fdr_10_rspearman_False_hdac	r	hdac	rspearman	fdr	10	False	121577	0	121577	0	19383	29000.684487093
0	r_fdr_10_rspearman_True_lungc	r	lungc	rspearman	fdr	10	True	182849	97436	85413	0	0	29708.608064142
0	r_fdr_10_rspearman_True_lungpt	r	lungpt	rspearman	fdr	10	True	26760	22101	4659	0	0	1172.872983675
0	r_fdr_10_rspearman_True_lungtx	r	lungtx	rspearman	fdr	10	True	7198	5592	1606	0	0	525.295483473
0	r_fdr_10_rspearman_True_who	r	who	rspearman	fdr	10	True	5620	129	5491	0	0	1370.9538823869998
0	r_fdr_10_rspearman_True_hdac	r	hdac	rspearman	fdr	10	True	121577	119219	2358	0	0	49394.907938279
